StockCode,TotalRevenue,TotalQuantity,PurchaseFrequency,UniqueCustomers,ReturnRate,SalesRevenue,ReturnLoss,NetRevenue,Cluster,Category,Insight
84799,120.32,160,11,9,2,155.48,-35.16,120.32,0,Low Demand,📉 Low Performance
84800L,598.8,336,23,20,1,639.36,-40.56,598.8,0,Low Demand,✅ Profitable Product
84800M,169.24,124,12,12,1,174.31,-5.07,169.24,0,Low Demand,📉 Low Performance
84800S,125.07,111,10,9,1,127.57,-2.5,125.07,0,Low Demand,📉 Low Performance
84801A,96.6,46,5,5,0,96.6,0,96.6,0,Low Demand,📉 Low Performance
84801B,46.2,22,3,3,0,46.2,0,46.2,0,Low Demand,📉 Low Performance
84802A,3.38,2,1,1,0,3.38,0,3.38,0,Low Demand,📉 Low Performance
84802B,6.76,4,1,1,0,6.76,0,6.76,0,Low Demand,📉 Low Performance
84803B,25.35,15,3,3,0,25.35,0,25.35,0,Low Demand,📉 Low Performance
84804A,180.58,70,8,8,0,180.58,0,180.58,0,Low Demand,📉 Low Performance
84804B,188.37,99,6,6,0,188.37,0,188.37,0,Low Demand,📉 Low Performance
84805A,52.5,30,3,3,0,52.5,0,52.5,0,Low Demand,📉 Low Performance
84805B,52.5,38,3,3,0,52.5,0,52.5,0,Low Demand,📉 Low Performance
84806A,96.89,137,11,11,0,96.89,0,96.89,0,Low Demand,📉 Low Performance
84806B,394.16,296,19,18,0,394.16,0,394.16,0,Low Demand,✅ Profitable Product
84809A,79.8,38,5,5,0,79.8,0,79.8,0,Low Demand,📉 Low Performance
84809B,37.8,18,1,1,0,37.8,0,37.8,0,Low Demand,📉 Low Performance
84813,1143.02,144,23,20,1,1146.97,-3.95,1143.02,0,Low Demand,✅ Profitable Product
84816,279.65,7,15,10,5,519.35,-239.7,279.65,0,Low Demand,✅ Profitable Product
84817,632.94,914,61,49,6,710.64,-77.7,632.94,0,Low Demand,✅ Profitable Product
84818,1360.15,1329,106,79,7,1461.6,-101.45,1360.15,0,Low Demand,✅ Profitable Product
84819,934.79,807,64,57,2,951.79,-17,934.79,0,Low Demand,✅ Profitable Product
84820,460.83,257,32,31,1,484.63,-23.8,460.83,0,Low Demand,✅ Profitable Product
84821,407.15,935,41,35,1,417.35,-10.2,407.15,0,Low Demand,✅ Profitable Product
84823,890.4,112,25,25,0,890.4,0,890.4,0,Low Demand,✅ Profitable Product
84824,31.9,2,2,2,0,31.9,0,31.9,0,Low Demand,📉 Low Performance
84826,338.38,1102,31,29,1,389.38,-51,338.38,0,Low Demand,✅ Profitable Product
84827,154.39,511,14,12,0,154.39,0,154.39,0,Low Demand,📉 Low Performance
84828,1162.41,930,112,82,1,1192.41,-30,1162.41,0,Low Demand,✅ Profitable Product
84832,2166.75,2595,189,137,1,2176.95,-10.2,2166.75,2,Hidden Loss,✅ Profitable Product
84836,7064.93,5722,478,311,2,7108.68,-43.75,7064.93,2,Hidden Loss,✅ Profitable Product
84839,-5.55,-1,1,1,1,0,-5.55,-5.55,0,Low Demand,🚨 Loss Making Product
84840,8.5,1,4,4,1,25.5,-17,8.5,0,Low Demand,📉 Low Performance
84842,52.5,14,9,8,0,52.5,0,52.5,0,Low Demand,📉 Low Performance
84843,858.4,160,42,36,1,864.35,-5.95,858.4,0,Low Demand,✅ Profitable Product
84846A,111.3,53,10,9,0,111.3,0,111.3,0,Low Demand,📉 Low Performance
84847,78.75,21,11,9,0,78.75,0,78.75,0,Low Demand,📉 Low Performance
84849A,234.91,139,32,26,1,261.95,-27.04,234.91,0,Low Demand,✅ Profitable Product
84849B,390.39,231,58,42,1,392.08,-1.69,390.39,0,Low Demand,✅ Profitable Product
84849D,772.33,457,104,66,2,809.51,-37.18,772.33,0,Low Demand,✅ Profitable Product
84854,24.75,5,1,1,0,24.75,0,24.75,0,Low Demand,📉 Low Performance
84856S,-3.81,-1,1,1,1,0,-3.81,-3.81,0,Low Demand,🚨 Loss Making Product
84857B,42.9,22,2,2,1,46.8,-3.9,42.9,0,Low Demand,📉 Low Performance
84857C,196.4,94,9,8,1,198.35,-1.95,196.4,0,Low Demand,📉 Low Performance
84858C,250.05,185,5,4,0,250.05,0,250.05,0,Low Demand,✅ Profitable Product
84859A,248.21,123,30,24,0,248.21,0,248.21,0,Low Demand,✅ Profitable Product
84859B,62.63,31,10,10,0,62.63,0,62.63,0,Low Demand,📉 Low Performance
84859C,176.39,83,21,17,0,176.39,0,176.39,0,Low Demand,📉 Low Performance
84865,115.55,26,11,8,0,115.55,0,115.55,0,Low Demand,📉 Low Performance
84870B,75,20,10,9,0,75,0,75,0,Low Demand,📉 Low Performance
84870C,75,20,10,10,0,75,0,75,0,Low Demand,📉 Low Performance
84872A,50.85,3,3,3,0,50.85,0,50.85,0,Low Demand,📉 Low Performance
84873A,33.9,2,2,2,0,33.9,0,33.9,0,Low Demand,📉 Low Performance
84874B,56.1,34,7,7,0,56.1,0,56.1,0,Low Demand,📉 Low Performance
84875B,168.75,125,15,14,0,168.75,0,168.75,0,Low Demand,📉 Low Performance
84875D,63.75,51,8,8,0,63.75,0,63.75,0,Low Demand,📉 Low Performance
84876B,253.75,203,20,17,0,253.75,0,253.75,0,Low Demand,✅ Profitable Product
84876D,191.25,125,12,12,0,191.25,0,191.25,0,Low Demand,📉 Low Performance
84877A,15,12,1,1,0,15,0,15,0,Low Demand,📉 Low Performance
84877B,157.5,126,9,8,0,157.5,0,157.5,0,Low Demand,📉 Low Performance
84877D,122.5,88,11,11,0,122.5,0,122.5,0,Low Demand,📉 Low Performance
84879,56499.22,35314,1385,679,10,56580.34,-81.12,56499.22,1,Stable,✅ Profitable Product
84880,1841.05,294,67,51,2,1896.15,-55.1,1841.05,0,Low Demand,✅ Profitable Product
84881,63.5,10,6,5,1,69.85,-6.35,63.5,0,Low Demand,📉 Low Performance
84882,127.5,34,15,12,0,127.5,0,127.5,0,Low Demand,📉 Low Performance
84884A,1072.71,285,65,52,1,1076.66,-3.95,1072.71,0,Low Demand,✅ Profitable Product
84898F,94.5,45,18,15,0,94.5,0,94.5,0,Low Demand,📉 Low Performance
84905,59.4,12,2,2,0,59.4,0,59.4,0,Low Demand,📉 Low Performance
84906,96.65,27,11,9,1,98.6,-1.95,96.65,0,Low Demand,📉 Low Performance
84907,38.25,5,3,3,0,38.25,0,38.25,0,Low Demand,📉 Low Performance
84910A,59.5,10,6,6,0,59.5,0,59.5,0,Low Demand,📉 Low Performance
84912A,386.25,103,38,25,0,386.25,0,386.25,0,Low Demand,✅ Profitable Product
84912B,558.75,149,46,32,0,558.75,0,558.75,0,Low Demand,✅ Profitable Product
84913A,172.05,37,10,10,0,172.05,0,172.05,0,Low Demand,📉 Low Performance
84913B,325.5,70,20,19,0,325.5,0,325.5,0,Low Demand,✅ Profitable Product
84915,281.95,199,11,8,0,281.95,0,281.95,0,Low Demand,✅ Profitable Product
84916,407.4,212,18,17,0,407.4,0,407.4,0,Low Demand,✅ Profitable Product
84917,400.5,170,14,13,0,400.5,0,400.5,0,Low Demand,✅ Profitable Product
84919,201.55,29,9,9,0,201.55,0,201.55,0,Low Demand,✅ Profitable Product
84920,273.75,73,26,22,0,273.75,0,273.75,0,Low Demand,✅ Profitable Product
84921,41.25,11,5,5,0,41.25,0,41.25,0,Low Demand,📉 Low Performance
84922,34,8,5,5,0,34,0,34,0,Low Demand,📉 Low Performance
84924A,281.13,72,24,21,0,281.13,0,281.13,0,Low Demand,✅ Profitable Product
84924F,7.9,10,3,3,0,7.9,0,7.9,0,Low Demand,📉 Low Performance
84925D,38.25,15,10,8,0,38.25,0,38.25,0,Low Demand,📉 Low Performance
84925F,112.48,80,14,14,0,112.48,0,112.48,0,Low Demand,📉 Low Performance
84926A,198.09,597,31,24,0,198.09,0,198.09,0,Low Demand,📉 Low Performance
84926D,266.64,705,31,25,0,266.64,0,266.64,0,Low Demand,✅ Profitable Product
84926E,329.84,990,37,32,0,329.84,0,329.84,0,Low Demand,✅ Profitable Product
84926F,171.04,399,24,19,1,178,-6.96,171.04,0,Low Demand,📉 Low Performance
84927A,53.46,45,15,12,1,53.85,-0.39,53.46,0,Low Demand,📉 Low Performance
84927D,35.58,43,12,9,1,39.78,-4.2,35.58,0,Low Demand,📉 Low Performance
84927E,67.62,55,12,10,1,71.82,-4.2,67.62,0,Low Demand,📉 Low Performance
84927F,164.4,290,41,36,1,166.35,-1.95,164.4,0,Low Demand,📉 Low Performance
84929,535.07,2225,65,58,3,545.16,-10.09,535.07,0,Low Demand,✅ Profitable Product
84931A,214.2,84,22,20,0,214.2,0,214.2,0,Low Demand,✅ Profitable Product
84931B,334.05,131,26,21,1,341.7,-7.65,334.05,0,Low Demand,✅ Profitable Product
84944,920.7,506,73,62,2,1016.4,-95.7,920.7,0,Low Demand,✅ Profitable Product
84945,8182.75,10177,324,209,18,8269.45,-86.7,8182.75,2,Hidden Loss,✅ Profitable Product
84946,18866.46,16138,704,417,27,19239.42,-372.96,18866.46,1,Stable,✅ Profitable Product
84947,9301.05,8241,288,178,10,9339.34,-38.29,9301.05,2,Hidden Loss,✅ Profitable Product
84949,6780.9,4402,285,166,35,7193.25,-412.35,6780.9,2,Hidden Loss,✅ Profitable Product
84950,1984.87,3351,91,67,4,1990.97,-6.1,1984.87,0,Low Demand,✅ Profitable Product
84951A,296.1,339,34,26,1,315.06,-18.96,296.1,0,Low Demand,✅ Profitable Product
84951B,318.44,334,31,24,0,318.44,0,318.44,0,Low Demand,✅ Profitable Product
84952A,146.21,38,6,6,0,146.21,0,146.21,0,Low Demand,📉 Low Performance
84952B,236.21,142,14,10,1,247.46,-11.25,236.21,0,Low Demand,✅ Profitable Product
84952C,225,140,9,7,0,225,0,225,0,Low Demand,✅ Profitable Product
84963A,171.8,4,1,1,0,171.8,0,171.8,0,Low Demand,📉 Low Performance
84963B,149.85,3,1,1,0,149.85,0,149.85,0,Low Demand,📉 Low Performance
84968A,1660.35,137,51,32,3,1787.85,-127.5,1660.35,0,Low Demand,✅ Profitable Product
84968B,25.5,2,2,2,0,25.5,0,25.5,0,Low Demand,📉 Low Performance
84968C,1147.5,90,50,37,2,1198.5,-51,1147.5,0,Low Demand,✅ Profitable Product
84968D,802.17,61,32,27,1,814.92,-12.75,802.17,0,Low Demand,✅ Profitable Product
84968E,1035.06,87,22,15,0,1035.06,0,1035.06,0,Low Demand,✅ Profitable Product
84968F,951.3,78,30,25,0,951.3,0,951.3,0,Low Demand,✅ Profitable Product
84969,1259.49,293,75,48,2,1267.99,-8.5,1259.49,0,Low Demand,✅ Profitable Product
84970L,5653.38,5688,337,234,1,5664.78,-11.4,5653.38,2,Hidden Loss,✅ Profitable Product
84970S,6810.39,8445,418,271,6,6830.59,-20.2,6810.39,2,Hidden Loss,✅ Profitable Product
84971S,1385.9,1678,115,69,1,1386.75,-0.85,1385.9,0,Low Demand,✅ Profitable Product
84974,398,40,28,26,0,398,0,398,0,Low Demand,✅ Profitable Product
84975,8.45,5,2,2,0,8.45,0,8.45,0,Low Demand,📉 Low Performance
84976,409.62,488,31,27,2,420.68,-11.06,409.62,0,Low Demand,✅ Profitable Product
84978,12468.13,10805,602,304,30,12674.72,-206.59,12468.13,1,Stable,✅ Profitable Product
84984A,88.35,19,6,4,0,88.35,0,88.35,0,Low Demand,📉 Low Performance
84984B,79.05,17,5,4,0,79.05,0,79.05,0,Low Demand,📉 Low Performance
84984D,60.45,13,4,3,0,60.45,0,60.45,0,Low Demand,📉 Low Performance
84985A,53.65,37,19,15,1,60.9,-7.25,53.65,0,Low Demand,📉 Low Performance
84987,4056.93,2913,243,203,3,4078.68,-21.75,4056.93,2,Hidden Loss,✅ Profitable Product
84988,5547.83,3941,309,209,2,5566.68,-18.85,5547.83,2,Hidden Loss,✅ Profitable Product
84989A,15.4,28,17,16,0,15.4,0,15.4,0,Low Demand,📉 Low Performance
84990,1.1,2,2,2,0,1.1,0,1.1,0,Low Demand,📉 Low Performance
84991,8535.87,17539,664,415,7,8618.37,-82.5,8535.87,1,Stable,✅ Profitable Product
84992,6212.76,12940,505,325,4,6274.9,-62.14,6212.76,2,Hidden Loss,✅ Profitable Product
84993A,128.1,305,33,30,0,128.1,0,128.1,0,Low Demand,📉 Low Performance
84993B,23.94,57,17,16,0,23.94,0,23.94,0,Low Demand,📉 Low Performance
84997A,9568.34,2512,237,143,3,9618.29,-49.95,9568.34,2,Hidden Loss,✅ Profitable Product
84997B,15031.31,4001,329,202,3,15158.81,-127.5,15031.31,2,Hidden Loss,✅ Profitable Product
84997C,14021.84,3688,310,202,2,14044.74,-22.9,14021.84,2,Hidden Loss,✅ Profitable Product
84997D,18698.25,4893,427,249,3,18807,-108.75,18698.25,2,Hidden Loss,✅ Profitable Product
85006,57.25,55,9,9,0,57.25,0,57.25,0,Low Demand,📉 Low Performance
85008,55.95,12,7,7,0,55.95,0,55.95,0,Low Demand,📉 Low Performance
85014A,6332.24,1127,257,184,1,6367.94,-35.7,6332.24,2,Hidden Loss,✅ Profitable Product
85014B,10235.57,1844,305,211,2,10247.47,-11.9,10235.57,2,Hidden Loss,✅ Profitable Product
85015,1591.42,2130,113,103,0,1591.42,0,1591.42,0,Low Demand,✅ Profitable Product
85016,459,522,25,22,0,459,0,459,0,Low Demand,✅ Profitable Product
85017A,5.1,6,2,2,0,5.1,0,5.1,0,Low Demand,📉 Low Performance
85017B,481.35,935,75,65,1,491.55,-10.2,481.35,0,Low Demand,✅ Profitable Product
85017C,27.02,50,10,10,0,27.02,0,27.02,0,Low Demand,📉 Low Performance
85018D,30.6,12,7,6,0,30.6,0,30.6,0,Low Demand,📉 Low Performance
85019A,547.25,409,28,25,0,547.25,0,547.25,0,Low Demand,✅ Profitable Product
85019B,640.5,498,25,21,0,640.5,0,640.5,0,Low Demand,✅ Profitable Product
85019C,211.25,169,11,9,1,262.25,-51,211.25,0,Low Demand,✅ Profitable Product
85020,163.8,78,16,11,0,163.8,0,163.8,0,Low Demand,📉 Low Performance
85023B,79.05,31,14,11,2,232.8,-153.75,79.05,0,Low Demand,📉 Low Performance
85023C,-2.55,-1,1,1,1,0,-2.55,-2.55,0,Low Demand,🚨 Loss Making Product
85024B,289.65,193,12,12,0,289.65,0,289.65,0,Low Demand,✅ Profitable Product
85024C,18.15,11,10,9,1,19.8,-1.65,18.15,0,Low Demand,📉 Low Performance
85025B,472.8,304,22,21,1,474.45,-1.65,472.8,0,Low Demand,✅ Profitable Product
85025C,476.35,307,29,28,1,478,-1.65,476.35,0,Low Demand,✅ Profitable Product
85026B,63.75,75,9,9,0,63.75,0,63.75,0,Low Demand,📉 Low Performance
85027L,150.75,65,19,17,1,160.5,-9.75,150.75,0,Low Demand,📉 Low Performance
85028L,19.5,10,4,4,0,19.5,0,19.5,0,Low Demand,📉 Low Performance
85028S,51.6,24,8,8,0,51.6,0,51.6,0,Low Demand,📉 Low Performance
85030,29.25,15,6,6,0,29.25,0,29.25,0,Low Demand,📉 Low Performance
85031A,45.9,16,7,7,0,45.9,0,45.9,0,Low Demand,📉 Low Performance
85031B,4.95,1,1,1,0,4.95,0,4.95,0,Low Demand,📉 Low Performance
85031C,14.85,3,1,1,0,14.85,0,14.85,0,Low Demand,📉 Low Performance
85032A,679.8,738,96,82,0,679.8,0,679.8,0,Low Demand,✅ Profitable Product
85032B,663.6,751,93,84,0,663.6,0,663.6,0,Low Demand,✅ Profitable Product
85032C,558.6,585,85,72,1,566.4,-7.8,558.6,0,Low Demand,✅ Profitable Product
85032D,459.7,618,59,58,1,467.5,-7.8,459.7,0,Low Demand,✅ Profitable Product
85034A,823.29,485,70,58,3,844.04,-20.75,823.29,0,Low Demand,✅ Profitable Product
85034B,1362.44,884,90,80,0,1362.44,0,1362.44,0,Low Demand,✅ Profitable Product
85034C,1487.64,1052,136,109,5,1560.64,-73,1487.64,0,Low Demand,✅ Profitable Product
85035A,664.29,257,74,60,3,689.79,-25.5,664.29,0,Low Demand,✅ Profitable Product
85035B,820.5,558,43,38,0,820.5,0,820.5,0,Low Demand,✅ Profitable Product
85035C,1611.45,1105,107,86,0,1611.45,0,1611.45,0,Low Demand,✅ Profitable Product
85036A,674.78,210,53,48,1,676.03,-1.25,674.78,0,Low Demand,✅ Profitable Product
85036B,556.08,354,43,40,1,581.58,-25.5,556.08,0,Low Demand,✅ Profitable Product
85036C,819.27,549,79,66,3,1051.52,-232.25,819.27,0,Low Demand,✅ Profitable Product
85038,1994.26,1018,110,70,0,1994.26,0,1994.26,0,Low Demand,✅ Profitable Product
85039A,586.55,445,40,26,0,586.55,0,586.55,0,Low Demand,✅ Profitable Product
85039B,669.91,491,51,38,0,669.91,0,669.91,0,Low Demand,✅ Profitable Product
85039C,128.29,221,13,10,1,129.94,-1.65,128.29,0,Low Demand,📉 Low Performance
85040A,1321.79,791,132,88,7,1348.19,-26.4,1321.79,0,Low Demand,✅ Profitable Product
85040B,216.15,131,37,29,3,222.75,-6.6,216.15,0,Low Demand,✅ Profitable Product
85042,-14.85,-3,2,2,2,0,-14.85,-14.85,0,Low Demand,🚨 Loss Making Product
85045,166.35,37,11,10,1,186.15,-19.8,166.35,0,Low Demand,📉 Low Performance
85047,0.8,0,4,4,2,19.05,-18.25,0.8,0,Low Demand,📉 Low Performance
85048,9066.75,1225,236,173,22,9374.7,-307.95,9066.75,2,Hidden Loss,✅ Profitable Product
85049A,3592.8,2895,267,204,1,3607.8,-15,3592.8,2,Hidden Loss,✅ Profitable Product
85049B,67.5,54,13,13,0,67.5,0,67.5,0,Low Demand,📉 Low Performance
85049C,1471.35,1198,205,162,0,1471.35,0,1471.35,2,Hidden Loss,✅ Profitable Product
85049D,673.75,539,102,85,0,673.75,0,673.75,0,Low Demand,✅ Profitable Product
85049E,3480.95,2732,337,248,2,3499.7,-18.75,3480.95,2,Hidden Loss,✅ Profitable Product
85049F,467.5,374,85,70,0,467.5,0,467.5,0,Low Demand,✅ Profitable Product
85049G,1908.83,1566,229,162,2,1926.33,-17.5,1908.83,2,Hidden Loss,✅ Profitable Product
85049H,520.47,448,73,58,0,520.47,0,520.47,0,Low Demand,✅ Profitable Product
85053,3047.16,1521,247,158,14,3104.32,-57.16,3047.16,2,Hidden Loss,⚠️ High Return Risk
85054,1224.91,547,90,66,3,1233.31,-8.4,1224.91,0,Low Demand,✅ Profitable Product
85055,122.75,37,10,9,0,122.75,0,122.75,0,Low Demand,📉 Low Performance
85059,748.71,282,81,62,2,771.21,-22.5,748.71,0,Low Demand,✅ Profitable Product
85061W,1603.85,1979,110,77,2,1609.8,-5.95,1603.85,0,Low Demand,✅ Profitable Product
85062,2228.07,1376,134,97,2,2234.67,-6.6,2228.07,0,Low Demand,✅ Profitable Product
85063,-46.85,-3,2,2,2,0,-46.85,-46.85,0,Low Demand,🚨 Loss Making Product
85064,856.75,203,25,21,2,866.05,-9.3,856.75,0,Low Demand,✅ Profitable Product
85065,-12.75,-1,1,1,1,0,-12.75,-12.75,0,Low Demand,🚨 Loss Making Product
85066,20102.12,1663,470,291,26,20562.92,-460.8,20102.12,1,Stable,✅ Profitable Product
85067,126.65,7,5,5,0,126.65,0,126.65,0,Low Demand,📉 Low Performance
85068,-7.95,-1,1,1,1,0,-7.95,-7.95,0,Low Demand,🚨 Loss Making Product
85071A,64.4,824,92,78,2,512.8,-448.4,64.4,0,Low Demand,📉 Low Performance
85071B,616.74,1254,104,88,1,622.64,-5.9,616.74,0,Low Demand,✅ Profitable Product
85071C,313.78,607,72,62,0,313.78,0,313.78,0,Low Demand,✅ Profitable Product
85071D,205.98,362,64,58,0,205.98,0,205.98,0,Low Demand,✅ Profitable Product
85078,376.5,1746,65,46,0,376.5,0,376.5,0,Low Demand,✅ Profitable Product
85084,14.45,17,6,6,0,14.45,0,14.45,0,Low Demand,📉 Low Performance
85086A,38.25,45,8,8,0,38.25,0,38.25,0,Low Demand,📉 Low Performance
85087,116.41,39,8,7,1,119.36,-2.95,116.41,0,Low Demand,📉 Low Performance
85088,381.07,186,21,18,1,385.27,-4.2,381.07,0,Low Demand,✅ Profitable Product
85089,41.3,14,5,5,0,41.3,0,41.3,0,Low Demand,📉 Low Performance
85092,40.05,27,2,2,0,40.05,0,40.05,0,Low Demand,📉 Low Performance
85093,227.49,451,20,20,0,227.49,0,227.49,0,Low Demand,✅ Profitable Product
85094,122.94,502,30,29,0,122.94,0,122.94,0,Low Demand,📉 Low Performance
85095,128.26,66,10,9,0,128.26,0,128.26,0,Low Demand,📉 Low Performance
85096,75,20,11,10,0,75,0,75,0,Low Demand,📉 Low Performance
85098B,-3.75,-1,1,1,1,0,-3.75,-3.75,0,Low Demand,🚨 Loss Making Product
85099B,83236.76,45066,1643,636,44,85220.78,-1984.02,83236.76,3,Critical Loss,✅ Profitable Product
85099C,23164.16,12512,663,306,14,23675.04,-510.88,23164.16,1,Stable,✅ Profitable Product
85099F,30195.71,16557,667,317,13,30644.2,-448.49,30195.71,1,Stable,✅ Profitable Product
85103,325.3,54,7,6,1,545.45,-220.15,325.3,0,Low Demand,✅ Profitable Product
85104,493.63,193,15,13,1,502.48,-8.85,493.63,0,Low Demand,✅ Profitable Product
85106,918.06,530,9,9,0,918.06,0,918.06,0,Low Demand,✅ Profitable Product
85107,516.45,243,25,21,0,516.45,0,516.45,0,Low Demand,✅ Profitable Product
85109,10.2,12,1,1,0,10.2,0,10.2,0,Low Demand,📉 Low Performance
85111,419.55,1407,51,40,0,419.55,0,419.55,0,Low Demand,✅ Profitable Product
85114A,893.25,585,42,20,0,893.25,0,893.25,0,Low Demand,✅ Profitable Product
85114B,622.8,392,52,36,1,626.1,-3.3,622.8,0,Low Demand,✅ Profitable Product
85114C,730.05,457,60,37,0,730.05,0,730.05,0,Low Demand,✅ Profitable Product
85116,639.8,664,39,30,2,702.8,-63,639.8,0,Low Demand,✅ Profitable Product
85118,119.49,129,8,5,2,135.74,-16.25,119.49,0,Low Demand,📉 Low Performance
85123A,93979.2,34204,2020,858,42,100603.5,-6624.3,93979.2,3,Critical Loss,✅ Profitable Product
85124B,193.8,76,30,23,1,209.1,-15.3,193.8,0,Low Demand,📉 Low Performance
85124C,214.2,84,31,23,0,214.2,0,214.2,0,Low Demand,✅ Profitable Product
85125,584.65,129,18,14,0,584.65,0,584.65,0,Low Demand,✅ Profitable Product
85126,-6.75,-1,1,1,1,0,-6.75,-6.75,0,Low Demand,🚨 Loss Making Product
85127,371.25,75,20,17,1,396,-24.75,371.25,0,Low Demand,✅ Profitable Product
85129B,124.11,101,16,10,0,124.11,0,124.11,0,Low Demand,📉 Low Performance
85129C,99.88,77,12,8,0,99.88,0,99.88,0,Low Demand,📉 Low Performance
85129D,241.38,166,34,16,0,241.38,0,241.38,0,Low Demand,✅ Profitable Product
85130A,127.05,77,10,10,0,127.05,0,127.05,0,Low Demand,📉 Low Performance
85130B,707.7,816,50,44,0,707.7,0,707.7,0,Low Demand,✅ Profitable Product
85130C,425.71,479,43,37,0,425.71,0,425.71,0,Low Demand,✅ Profitable Product
85130D,526.38,552,51,41,0,526.38,0,526.38,0,Low Demand,✅ Profitable Product
85131A,450.9,456,28,21,3,462.17,-11.27,450.9,0,Low Demand,✅ Profitable Product
85131B,120.38,142,13,2,0,120.38,0,120.38,0,Low Demand,📉 Low Performance
85131C,78.71,73,11,5,0,78.71,0,78.71,0,Low Demand,📉 Low Performance
85131D,113.09,115,12,5,0,113.09,0,113.09,0,Low Demand,📉 Low Performance
85132A,963.35,453,53,38,2,967.25,-3.9,963.35,0,Low Demand,✅ Profitable Product
85132B,1048.35,513,60,44,0,1048.35,0,1048.35,0,Low Demand,✅ Profitable Product
85132C,2808.05,1399,130,96,4,2817.8,-9.75,2808.05,0,Low Demand,✅ Profitable Product
85135A,119.25,15,6,6,0,119.25,0,119.25,0,Low Demand,📉 Low Performance
85135B,365.7,46,35,28,1,373.65,-7.95,365.7,0,Low Demand,✅ Profitable Product
85135C,612.15,77,50,41,1,620.1,-7.95,612.15,0,Low Demand,✅ Profitable Product
85136A,405.45,51,37,35,0,405.45,0,405.45,0,Low Demand,✅ Profitable Product
85136B,15.9,2,2,2,0,15.9,0,15.9,0,Low Demand,📉 Low Performance
85136C,278.25,35,25,20,0,278.25,0,278.25,0,Low Demand,✅ Profitable Product
85141,586.9,114,41,32,3,627.45,-40.55,586.9,0,Low Demand,✅ Profitable Product
85144,586.6,222,41,38,0,586.6,0,586.6,0,Low Demand,✅ Profitable Product
85145,167.7,38,13,12,0,167.7,0,167.7,0,Low Demand,📉 Low Performance
85146,147.85,43,8,8,0,147.85,0,147.85,0,Low Demand,📉 Low Performance
85150,8686.83,3894,371,196,4,8699.13,-12.3,8686.83,2,Hidden Loss,✅ Profitable Product
85152,15403.89,8090,593,270,3,15539.11,-135.22,15403.89,1,Stable,✅ Profitable Product
85159A,697.05,411,51,38,6,779.45,-82.4,697.05,0,Low Demand,✅ Profitable Product
85159B,1047.96,584,72,45,13,1134.5,-86.54,1047.96,0,Low Demand,⚠️ High Return Risk
85160B,45.33,103,16,15,1,46.11,-0.78,45.33,0,Low Demand,📉 Low Performance
85161,221.4,12,9,8,0,221.4,0,221.4,0,Low Demand,✅ Profitable Product
85163A,349.95,45,18,15,0,349.95,0,349.95,0,Low Demand,✅ Profitable Product
85163B,320.85,43,15,11,1,333.6,-12.75,320.85,0,Low Demand,✅ Profitable Product
85167B,93,48,7,7,0,93,0,93,0,Low Demand,📉 Low Performance
85168B,149.67,17,7,5,0,149.67,0,149.67,0,Low Demand,📉 Low Performance
85169A,496.72,502,48,44,0,496.72,0,496.72,0,Low Demand,✅ Profitable Product
85169B,191.49,201,25,17,0,191.49,0,191.49,0,Low Demand,📉 Low Performance
85169C,353.72,336,21,14,0,353.72,0,353.72,0,Low Demand,✅ Profitable Product
85169D,236.48,232,22,20,0,236.48,0,236.48,0,Low Demand,✅ Profitable Product
85170A,2.1,1,1,1,0,2.1,0,2.1,0,Low Demand,📉 Low Performance
85170B,193.8,178,24,14,1,195.9,-2.1,193.8,0,Low Demand,📉 Low Performance
85170C,366.23,252,29,26,0,366.23,0,366.23,0,Low Demand,✅ Profitable Product
85170D,489.21,350,53,30,2,497.21,-8,489.21,0,Low Demand,✅ Profitable Product
85172,524.16,1248,41,34,1,557.76,-33.6,524.16,0,Low Demand,✅ Profitable Product
85173,615.72,429,50,41,1,628.47,-12.75,615.72,0,Low Demand,✅ Profitable Product
85174,1976.47,495,82,56,2,1985.67,-9.2,1976.47,0,Low Demand,✅ Profitable Product
85175,2037.5,5119,134,85,4,2078.66,-41.16,2037.5,2,Hidden Loss,✅ Profitable Product
85176,541.39,625,76,50,1,542.24,-0.85,541.39,0,Low Demand,✅ Profitable Product
85177,599.76,774,43,40,1,600.61,-0.85,599.76,0,Low Demand,✅ Profitable Product
85178,2319.34,2082,103,77,5,2642.19,-322.85,2319.34,0,Low Demand,✅ Profitable Product
85179A,188.31,119,17,15,0,188.31,0,188.31,0,Low Demand,📉 Low Performance
85179C,89.65,69,7,7,0,89.65,0,89.65,0,Low Demand,📉 Low Performance
85180A,816.44,428,38,32,1,844.34,-27.9,816.44,0,Low Demand,✅ Profitable Product
85180B,381,196,21,19,0,381,0,381,0,Low Demand,✅ Profitable Product
85183A,803.25,655,83,61,2,805.75,-2.5,803.25,0,Low Demand,✅ Profitable Product
85183B,1228.25,977,106,84,0,1228.25,0,1228.25,0,Low Demand,✅ Profitable Product
85184C,2478.43,1523,136,116,0,2478.43,0,2478.43,0,Low Demand,✅ Profitable Product
85185B,836.3,290,60,51,1,839.25,-2.95,836.3,0,Low Demand,✅ Profitable Product
85185D,44.25,15,8,7,0,44.25,0,44.25,0,Low Demand,📉 Low Performance
85186A,220.5,525,37,35,0,220.5,0,220.5,0,Low Demand,✅ Profitable Product
